timestamp,event_type,step,agent_id,artifact_id,expression,novelty,interest,sender_id,recipient_id,adopted,evaluated_novelty,evaluated_interest,accepted,creator_id,evaluator_id,domain_size,parent1_id,parent2_id,source,trigger_novelty,root_creator_id,lineage_depth,generation_step,entered_domain_step,views,shares,domain_entry_count,nearest_domain_artifact_id,nearest_domain_similarity,domain_source,domain_parent_id,domain_mode,agent_strategy_prefretrieval_relation_type,retrieval_score,retrieval_rank,retrieval_pool_size,retrieval_bucket,retrieval_estimated_novelty,retrieval_fallback_random,age,preferred_novelty
2026-04-22T21:58:11.880192,generation,0,0,0,(inv (cos (swirl (wave coord)))),1.0,0.9999836210988751,,,True,,,,0,0,0,,,,,0,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
2026-04-22T21:58:11.880192,generation,0,1,1,(spiral (cube (abs (sqrt coord)))),1.0,0.9999992436090465,,,True,,,,1,1,0,,,,,1,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
2026-04-22T21:58:11.880192,generation,0,2,2,(blend (tan (cos (sqrt coord))) (rot45 (spiral (cos coord)))),1.0,0.9999995414145457,,,True,,,,2,2,0,,,,,2,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
2026-04-22T21:58:11.880192,generation,0,3,3,(norm (div (spiral (imin (swirl coord) (sin coord))) (cosh (blend (rolR coord) (swirl coord))))),1.0,0.9999995413748808,,,True,,,,3,3,0,,,,,3,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
2026-04-22T21:58:11.880192,generation,0,4,4,(sinh (rot45 (rolR (abs coord)))),1.0,0.9999898243304418,,,True,,,,4,4,0,,,,,4,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
2026-04-22T21:58:11.880192,generation,0,5,5,(sqrt (sub (abs (power (power coord))) (ripple (tan (imax coord coord))))),1.0,0.9999999908221162,,,True,,,,5,5,0,,,,,5,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
2026-04-22T21:58:11.880192,generation,0,6,6,(inv (sub (sqrt (iexp coord)) (add (norm coord) (log coord)))),1.0,0.999998288912133,,,True,,,,6,6,0,,,,,6,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
2026-04-22T21:58:11.880192,generation,0,7,7,(tan (spiral (iexp (sqrt (spiral coord))))),1.0,0.9999998378251409,,,True,,,,7,7,0,,,,,7,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
2026-04-22T21:58:11.880192,generation,0,8,8,(abs (sub (swirl (imax (add coord coord) (cosh coord))) (add (power (rot45 coord)) (swirl (log coord))))),1.0,0.9999954428549895,,,True,,,,8,8,0,,,,,8,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
2026-04-22T21:58:11.880192,generation,0,9,9,(cosh (wave (cosh (imax coord coord)))),1.0,0.9999999762257513,,,True,,,,9,9,0,,,,,9,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
2026-04-22T21:58:11.880192,generation,0,10,10,(sub (swirl (spiral (isin (exp coord)))) (spiral (tan (isin (mul coord coord))))),1.0,0.9999999052195323,,,True,,,,10,10,0,,,,,10,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
2026-04-22T21:58:11.880192,generation,0,11,11,(swirl (log (rot45 (isin coord)))),1.0,0.9964288585195089,,,True,,,,11,11,0,,,,,11,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
2026-04-22T21:58:11.880192,generation,0,12,12,(rot45 (mod2 (mul (imax coord coord) (sinh coord)))),1.0,0.9999999378065476,,,True,,,,12,12,0,,,,,12,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
2026-04-22T21:58:11.880192,generation,0,13,13,(ripple (cube (wave (ripple (blend coord coord))))),1.0,0.9998868306700437,,,True,,,,13,13,0,,,,,13,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
2026-04-22T21:58:11.880192,generation,0,14,14,(mul (add (spiral (cube coord)) (mod2 (sqrt coord))) (exp (inv (sinh coord)))),1.0,0.9999999947445142,,,True,,,,14,14,0,,,,,14,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
2026-04-22T21:58:11.880192,generation,0,15,15,(cosh (blend (log (sub coord coord)) (sub (imax coord coord) (ripple coord)))),1.0,0.9999993302909584,,,True,,,,15,15,0,,,,,15,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
2026-04-22T21:58:11.895915,generation,0,16,16,(sin (inv (swirl (rolR (inv coord))))),1.0,0.9999995299163271,,,True,,,,16,16,0,,,,,16,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
2026-04-22T21:58:11.895915,generation,0,17,17,(iexp (blend (cosh (imax (sin coord) (ripple coord))) (conj (abs (ilog coord))))),1.0,0.9999899752780073,,,True,,,,17,17,0,,,,,17,0,0,,0,0,0,,,generation,,similarity,,,,,,,,,
